sentence	label
the trappings of i spy are so familiar you might as well be watching a rerun .	1
moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .	1
just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain .	3
i liked it because it was so endlessly , grotesquely , inventive .	3
the movie eventually snaps under the strain of its plot contrivances and its need to reassure .	1
are monsters born , or made ?	2
the modern-day characters are nowhere near as vivid as the 19th-century ones .	1
as a kind of colorful , dramatized pbs program , frida gets the job done .	3
a moving story of determination and the human spirit .	4
a modest masterpiece .	3
the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .	1
well , they 're ` they ' .	2
but the talented cast alone will keep you watching , as will the fight scenes .	4
i thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	4
the difference is that i truly enjoyed most of mostly martha while i ne	3
you get the idea , though , that kapur intended the film to be more than that .	2
the whole affair is as predictable as can be .	2
this stuck pig of a movie flails limply between bizarre comedy and pallid horror .	0
a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .	3
what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .	2
-lrb- the film 's -rrb- taste for `` shock humor '' will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers .	1
jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .	1
it 's technically sumptuous but also almost wildly alive .	4
it will break your heart many times over .	2
... tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i do n't know what she 's doing in here ...	1
it 's a masterpeice .	4
what makes it worth watching is quaid 's performance .	3
an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .	1
for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet .	3
rodriguez does a splendid job of racial profiling hollywood style -- casting excellent latin actors of all ages -- a trend long overdue .	3
a smart , arch and rather cold-blooded comedy .	3
one of those films that started with a great premise and then just fell apart .	0
sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony .	0
... a light , yet engrossing piece .	3
there is more than one joke about putting the toilet seat down .	2
all in all , it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own .	3
the movie 's blatant derivativeness is one reason it 's so lackluster .	1
fear permeates the whole of stortelling , todd solondz ' oftentimes funny , yet ultimately cowardly autocritique .	3
nicole holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .	3
a plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .	3
if a big musical number like ` praise the lord , he 's the god of second chances ' does n't put you off , this will be an enjoyable choice for younger kids .	3
foster and whitaker are especially fine .	4
it 's as raw and action-packed an experience as a ringside seat at a tough-man contest .	4
generic slasher-movie nonsense , but it 's not without style .	2
