sentence	label
warned	0
dangerous	0
concerns	0
was seen	0
effective solution	1
threaten	0
scorned	0
want	1
good relations	1
filed a complaint	0
threatened	0
turned out to be a fair - weather friend	0
requires a strong leader	1
interfere	0
were also appealing	1
dispute	0
liberators	1
the last thing	0
impossible	0
not subject to the get - out - of - jail escape hatches	1
with a sigh	0
victim of terrorism	0
deliberately withholding food	0
want	1
even more competitive	1
believes	0
a sense of belonging	1
looked forward	1
timid warnings	0
commitments	1
has angered	0
controlling the world of politics globally	0
urges	1
these values and ideas	1
reliance	0
wary of	0
illegitimate	0
unrealistic stand	0
will be faced with difficulties	0
to use constitutional methods against chavez	0
international dictatorship	0
by cheating	0
pretty well - planned out	1
criticism over	0
to accept	1
a pack of blatant lies and propaganda	0
hate	0
the arrows	0
china threat advocates	0
denying	0
did not adequately	0
scaring away	0
praised	1
to put it mildly	0
killing of a large number of innocent civilians	0
agree	0
would have had to resign had he not given in	0
the first chance they get	0
does not reflect	0
negative reactions	0
desperate	0
ghost of a military insurgency	0
called upon	1
wish	1
far - reaching repercussions	0
discontent	0
risks	0
excellent	1
interests	1
only half as wild	0
was passionate	1
disapproves	0
ominous sign	0
want to ask	1
conceded	0
sent an official protest	0
admonishing	0
disobeying uncle sam	0
can easily talk	0
the tale today is all the more bitter as it began with such euphoria	0
antipathy	0
liberation and independence	1
have refused to recognise	0
would do nothing	0
has been requested	1
if there is no confidence	0
no easy matter	0
reminiscent more of nazi concentration camps than a civilised detention facility	0
highly appreciated	1
the concerns voiced	0
it is nothing more	0
concern has spread	0
am happy	1
just about every shady tactic in the book	0
spectacularly	0
worry	0
commit further acts of terrorism	0
has long had tense relations	0
is in the process of eroding	0
gave consent	1
charges against	0
losing his party's support	0
disorganization	0
deep wounds	0
wielding its authority	0
have saved all of their praise	1
expressed gratitude	1
concerns	0
would never forget	0
constitute a serious insult	0
were now not confusing	0
endorsement	1
much better	1
as bad as the prospects of change seem to be	0
unsure	0
called on	1
fundamentally flawed	0
feel	1
disastrous	0
urged	1
the illusion	0
remarks calling	0
are scared	0
intimidate	0
charging	0
social explosion	0
appears complicit	0
but not	0
within the just range	1
in the eyes of	1
is asking	1
has also refused to recognise	0
creates the impression	0
caused unease	0
apparently not	0
mutual understanding and patience	1
concerns	0
memorandum of protest	0
will call on	1
grim statistics trotted out	0
not true	0
a hometown favourite	1
fall far short of	0
marred	0
it may cloud my assessment	0
give up	1
reminiscent of the turbulent days of military rule from 1976 to 1983	0
negative	0
accusations	0
turns a blind eye	0
tried hard to establish	1
applauded	1
growing public interest	1
victory	1
want	1
but also	1
good guests	1
advice was issued	1
with various concerns in mind	0
is being criticized	0
tighter than death row	1
resolve the smaller israel - palestine problem with a bigger one	0
very strong sense	1
back away from	0
the consensus	1
great importance	1
slams	0
sounded alarm bells	0
how am i supposed to	0
step up	0
a degree of repression	0
seeking	1
through a crafty ruse	0
very simplistic	0
have the right	1
under the indifferent gaze	0
it would have avoided this problem	0
like alcatraz or devil's island	0
ulterior motives	0
refused to discuss	0
biased propaganda	0
does a poor job	0
old man	0
old bullying	0
appeared to be a show of force	0
support for	1
mix up	0
big challenge	0
were red - penciled	0
suspected	0
vicious battles	0
comfort	0
comprehensively blamed	0
unacceptable	0
criminalise	0
extremely	0
will learn an even more bitter lesson	0
bush backtracked	0
unnecessary	0
has warned	0
worse still , that they do n't care	0
spent their leisure time back in afghanistan skinning captives alive	0
after the collapse of all their arguments	0
quit its moves to obstruct a fair middle east settlement	0
have not been able to live without	0
scandals	0
to encourage	1
spiteful attitude clearly shows	0
criticized	0
doubly embarrassed	0
highly unclear	0
peaceful settlement	1
sort of taliban version of club med	0
strong support of	1
indoctrination	0
systematic campaign of violence and intimidation	0
back on track	1
would be difficult because	0
bear this patiently	1
threatened	0
better situation	1
deserved	1
begin to feel	1
it's over	1
would protest	0
almost grotesquely	0
is not justified	0
destructive	0
to teach a lesson or two	0
an affront to palestinian , arab dignity , and international justice	0
can and should never be	0
stunned and wondering	0
substantially free and fair	1
try to destroy	0
axis of evil	0
tragedy	0
wicked intention	0
to accept	1
dignity and honor	1
attempting to realize	0
staples of police states	0
a revolving door	0
intimidate	0
flawed	0
do not sincerely share the values	0
being staged under the guise of an election	0
distorts	0
misguided policy	0
certain apathy	0
no to recognition	0
support	1
proved ineffective	0
to defer or reject	0
intimidated and beaten	0
called for	1
this country can only be dragged along , but wo n't get anywhere	0
ultimate effectiveness is in doubt	0
markedly different	0
could trigger a reaction	0
stance	0
aperitif for the probable democratic coup	0
have been endeavoring to prevent	1
short but tumultuous	0
forever hold their peace	0
evil - doers	0
disdaining	0
encouraging	1
was determined	1
interests	1
does not conform	0
i will have won	1
more intense	0
exceedingly high	0
refuses to admit	0
hope	1
dissatisfied	0
has violated the rights of the minorities	0
want	1
condemned	0
chaotic	0
threat	0
now more people will be able to judge	1
we should the use the current to our mutual benefit	1
vanquished	0
sent alarm bells ringing	0
has been somehow respected	1
respect their parents and teachers	1
sensory segregation	0
unfair	0
in addition to	0
the disturber of peace	0
does not come out of it well either	0
the support	1
deal with this flawed election	0
appreciates	1
denies	0
inhumane	0
persistent and deliberate fuelling	0
will be able to achieve balanced economic growth	1
barbarians	0
adversarial us position	0
despite everything	0
to be invited	1
may starve	0
will eat up their own vitals	0
abandoned	0
evil empire	0
has greatly annoyed	0
strong base for bringing about calm and stability	1
dethroning	0
failure to substantiate	0
deeply mistaken	0
seems to be a difference	0
destroy homes over the heads of their owners	0
continues to indefinitely refuse	0
recognition	1
insincerely	0
trying to re - assert neocolonial rule	0
empty - handed	0
many thousand generously funded	1
welcomed	1
readily accept	1
an economic beacon	1
was not killed	0
wise	1
any danger	1
sympathize	0
be concerned	0
reproached	0
rejection	0
that chavez has to be killed	0
sacrifice	0
foolhardy	0
pejorative	0
has refused	0
considerable support from	1
no justification	0
as an unshakeable defender of this same justice	1
agreed	1
subscribes	1
will put up with	0
sense of belonging	1
deep divergences	0
no one	0
accusations	0
widened	1
evil empire	0
terror	0
far from being conceived	0
failing to support	0
that we unite and come together as one people	1
this is just the pursuance of a vendetta	0
that axis of evil statement	0
bin ladin and mullah omar put together	0
is a simple prejudice	0
hue and cry	0
mount a rebellion	0
most dreadful events in history	0
apparently thought	1
follow suit	0
had caused the demise	0
running so scared	0
will be happy to know	1
threats	0
charged	0
seems to show consideration	1
bruised	0
best thing	1
had moments of terror	0
to seek help	1
extremists	0
does not care	0
rated	0
us supremacy	0
casting dark clouds	0
to the liking of	1
against	0
belligerent	0
seek only its own profit	0
pointed the finger	0
so worried	0
has accused	0
in the hands of presidential cronies and members of the ruling party elite	0
slammed	0
grief and sorrow	0
urged	1
can not	0
backed out	0
welcomed	1
fraught	0
advised	1
sought to project itself	1
insufficient	0
will now tend to support	1
pass up the biggest chance of his political life	1
barbarities	0
this suffering	0
will undoubtedly rub off	0
as it sees fit	0
repeatedly suggested	1
was tired	0
share a hatred	0
stand - off	0
very exciting	1
treated well	1
credible	1
only deserves rejection	0
accepted	1
as a patient	1
are concerned	0
lost the reputation of commitment to principles of human justice	0
were not prepared	0
fiendish - looking	0
been subjected to abusive language	0
loss of credibility	0
decisive breakthrough	1
glowing economic success story	1
these three musketeers	0
only possible definition will be torture and the violation of human rights	0
of course	0
struggled to defend	0
on the rise	0
the failed coup attempts that the united states first blessed and then disavowed	0
expressed satisfaction	1
rankles	0
clamp down on freedom of expression and legitimate dissent	0
scourges and social ills	0
a slap on the wrist	0
doggedly	0
can turn this to their advantage	1
breast - beating	0
frantically	0
commitment	1
do not	0
expected	1
were singing and dancing to celebrate	1
would have perhaps been logical and acceptable if	1
accused	0
to understand	1
who brag	0
support	1
possible strikes	0
effectively rebutted	0
has considered	0
unilateralist overdrive	0
formidable deadlock	0
her former friend as an enemy and her former enemy as a friend	0
refusal	0
is it acceptable because	0
has also strongly denied	0
against	0
would cause japan and the republic of korea ( rok ) feel disturbed	0
if we want to apply	1
optimistic	1
criminal policies	0
policy of terror and death	0
confident	1
angered	0
it is obsolete , it does not work	0
preservation of democracy and human rights	1
disenfranchised	0
has been very critical	0
thought	1
promote	1
a land of freedom and opportunity	1
appreciated	1
refuse	0
raises new doubts	0
do n't look natural	0
hailed	1
failed	1
are n't even allowed	0
nettlesome challenge	0
disagree	0
stereotyped allegations	0
have responded in favor	0
stolen	0
must first respect and promote	1
were being used	0
suffer	0
all out	1
want	1
every sign of intimidation	0
nasa has to clean up its act	0
were suffering	0
trying time	0
rotting in afghan jails	0
whom does he think	0
take advantage of the us tragedy	0
has been invited	1
it seems doubtful	0
fear and intimidation	0
explosive political frustration	0
suspect electoral practices	0
throttling	0
problems as being unsolvable	0
amazingly roomy	1
displeasure	0
politically very difficult	0
charging	0
willing	1
protests	0
reflects widespread disgust	0
devastating consequence	0
declining support for	0
develop its relations	1
own exclusive interests	0
the possible risks facing indonesia	0
respected	1
are disturbed	0
predicament	0
much more can be accomplished	1
accepted	1
may also have changed nothing	0
dubious circumstances	0
asked	1
often spent years in solitary confinement	0
